rank,stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,reject_reason,early_reject_reason
51,2353,宏碁,27.2,1.35,0.37,-0.04,4.39,50.2,0,2.1,-263683.0,-873851.0,-1099859.0,-1123966.0,False,False,0.0,0.0,0.0,未通過,未通過
52,2368,金像電,1090.0,1.06,-0.46,21.2,97.87,67.7,10,63.1,419601.0,10786.0,2267873.0,832816.0,False,False,0.0,0.0,0.0,未通過,未通過
53,2369,菱生,30.9,1.3,1.48,4.76,6.63,53.9,0,33.4,-3097898.0,-1000.0,-2248548.0,-2000.0,False,False,0.0,0.0,0.0,未通過,未通過
54,2367,燿華,75.0,0.92,-3.23,3.56,85.01,57.2,0,-15.2,-29884498.0,-10075.0,7907138.0,-78213.0,False,False,0.0,0.0,0.0,未通過,未通過
55,2357,華碩,578.0,1.16,1.76,3.29,20.92,57.7,0,33.8,-324399.0,-134640.0,-97373.0,-117256.0,False,False,0.0,0.0,0.0,未通過,未通過
56,2374,佳能,70.1,1.38,1.59,-0.95,2.6,46.7,1,92.2,288899.0,0.0,362871.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
57,2379,瑞昱,508.0,0.92,-0.78,5.77,12.34,60.6,11,4.5,839.0,111485.0,527157.0,378556.0,False,False,0.0,0.0,0.0,未通過,未通過
58,2382,廣達,321.5,1.22,2.72,10.93,125.76,70.4,13,88.4,11030247.0,1344974.0,59530095.0,1983583.0,False,False,0.0,0.0,0.0,未通過,未通過
59,2383,台光電,3420.0,0.95,6.21,26.82,101.99,71.4,7,56.6,-194742.0,110048.0,543050.0,233677.0,False,False,0.0,0.0,0.0,未通過,未通過
60,2385,群光,124.5,0.69,0.0,1.1,2.53,57.1,0,3.9,-153461.0,-76533.0,1062381.0,91344.0,False,False,0.0,0.0,0.0,未通過,未通過
61,2395,研華,346.0,1.05,-0.57,2.31,8.96,57.5,4,21.8,408689.0,-606708.0,2462253.0,-672883.0,False,False,0.0,0.0,0.0,未通過,未通過
62,2371,大同,31.9,1.05,0.31,-0.4,6.13,46.8,1,8.4,1439641.0,-45351.0,-1680481.0,-97827.0,False,False,0.0,0.0,0.0,未通過,未通過
63,2360,致茂,1785.0,0.91,-2.99,16.64,73.4,63.9,2,63.5,-967215.0,3547.0,-176317.0,374097.0,False,False,0.0,0.0,0.0,未通過,未通過
64,2404,漢唐,926.0,1.13,2.09,-2.99,34.17,50.4,1,100.6,163827.0,-217906.0,-1255226.0,-32906.0,False,False,0.0,0.0,0.0,未通過,未通過
65,2406,國碩,32.5,1.37,2.85,-4.76,3.85,48.1,0,160.1,-7000.0,0.0,-509970.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
66,2408,南亞科,215.0,0.99,4.88,-7.85,200.97,45.4,1,560.0,18152083.0,-262325.0,-10725029.0,-811088.0,False,False,0.0,0.0,0.0,未通過,未通過
67,2409,友達,18.15,1.45,-3.2,14.18,151.41,63.5,0,0.6,-82542534.0,-1769.0,125059499.0,-4544.0,False,False,0.0,0.0,0.0,未通過,未通過
68,2412,中華電,135.5,0.88,0.37,0.13,9.31,55.4,6,7.6,508225.0,178419.0,-363082.0,1473873.0,False,False,0.0,0.0,0.0,未通過,未通過
69,2413,環科,53.6,2.0,9.95,4.08,3.74,54.7,1,17.6,1130000.0,-1000.0,227948.0,-9000.0,False,False,0.0,0.0,0.0,未通過,未通過
70,2419,仲琦,35.85,0.54,-2.98,13.41,4.41,59.4,0,55.0,-1461200.0,0.0,-929300.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
71,2421,建準,141.0,0.82,3.3,2.63,5.96,53.3,0,22.5,-6993.0,-687.0,1019827.0,-1985612.0,False,False,0.0,0.0,0.0,未通過,未通過
72,2426,鼎元,47.3,0.81,10.0,46.85,12.43,73.0,3,-14.1,473700.0,0.0,4918699.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
73,2428,興勤,169.0,1.11,4.32,4.68,3.54,57.3,0,11.3,-330037.0,-434.0,818963.0,-1830434.0,False,False,0.0,0.0,0.0,未通過,未通過
74,2441,超豐,92.8,0.54,-1.28,4.06,4.4,53.3,2,14.3,-84445.0,4606.0,4412187.0,-4898394.0,False,False,0.0,0.0,0.0,未通過,未通過
75,2449,京元電子,277.5,0.7,0.91,-3.68,34.15,47.7,0,36.1,-435937.0,-1961164.0,-788980.0,-5199791.0,False,False,0.0,0.0,0.0,未通過,未通過
76,2451,創見,240.5,1.52,3.22,-0.35,26.94,50.0,1,380.6,1831657.0,-597827.0,-4500436.0,-884987.0,False,False,0.0,0.0,0.0,未通過,未通過
77,2454,聯發科,1575.0,0.63,0.0,-4.82,90.68,45.2,0,12.9,-1441359.0,-276294.0,-2250132.0,-509616.0,False,False,0.0,0.0,0.0,未通過,未通過
78,2399,映泰,34.2,0.73,-3.53,16.66,5.0,58.6,0,-21.7,-115434.0,-3000.0,-8521304.0,-20000.0,False,False,0.0,0.0,0.0,未通過,未通過
79,2402,毅嘉,61.3,1.46,9.86,17.5,17.47,66.4,3,13.5,7451963.0,-5996.0,10594963.0,-33996.0,False,False,0.0,0.0,0.0,未通過,未通過
80,2458,義隆,130.5,0.78,-1.88,-1.08,3.16,51.5,3,19.8,218070.0,-99745.0,4027638.0,-286648.0,False,False,0.0,0.0,0.0,未通過,未通過
81,2455,全新,299.0,1.06,3.82,22.43,86.38,68.3,9,16.6,1101911.0,66734.0,-2582665.0,698734.0,False,False,0.0,0.0,0.0,未通過,未通過
82,2474,可成,192.0,1.0,0.0,2.2,3.47,53.8,0,-25.0,-132004.0,-341355.0,-899512.0,-587879.0,False,False,0.0,0.0,0.0,未通過,未通過
83,2467,志聖,542.0,1.09,9.83,37.36,29.3,80.6,0,77.6,-133042.0,-39000.0,-257625.0,405001.0,False,False,0.0,0.0,0.0,未通過,未通過
84,2476,鉅祥,99.9,0.93,-1.58,19.48,4.56,70.1,1,42.0,-331474.0,571.0,3404506.0,571.0,False,False,0.0,0.0,0.0,未通過,未通過
85,2481,強茂,101.0,0.51,0.5,6.27,20.62,56.3,0,19.1,-1892750.0,-216563.0,-10588060.0,-1476563.0,False,False,0.0,0.0,0.0,未通過,未通過
86,2485,兆赫,73.5,1.06,5.15,7.24,29.94,56.7,5,200.1,3641234.0,6000.0,1942054.0,17000.0,False,False,0.0,0.0,0.0,未通過,未通過
87,2472,立隆電,148.0,0.83,1.72,20.48,7.35,69.5,0,9.3,-337402.0,-972.0,3245819.0,-13972.0,False,False,0.0,0.0,0.0,未通過,未通過
88,2486,一詮,185.5,1.97,6.61,26.24,59.88,68.0,7,20.1,1377109.0,484000.0,9684874.0,1615616.0,False,False,0.0,0.0,0.0,未通過,未通過
89,2492,華新科,128.5,1.26,4.05,0.17,11.23,51.6,7,11.1,1553056.0,4000.0,1995597.0,12000.0,False,False,0.0,0.0,0.0,未通過,未通過
90,2493,揚博,119.0,1.37,2.15,9.67,2.52,58.9,0,-6.2,-42900.0,-2000.0,433883.0,-13000.0,False,False,0.0,0.0,0.0,未通過,未通過
91,2495,普安,36.85,1.35,1.94,10.29,3.78,59.2,1,61.0,997100.0,-4000.0,-2844889.0,-29000.0,False,False,0.0,0.0,0.0,未通過,未通過
92,2548,華固,127.5,0.97,-1.16,7.21,3.16,66.3,14,81838.8,147000.0,0.0,3335784.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
93,2308,台達電,1735.0,0.94,5.47,20.65,199.13,68.1,5,37.6,581401.0,25109.0,5544991.0,-105808.0,False,False,0.0,0.0,0.0,未通過,未通過
94,2312,金寶,22.45,1.23,-1.54,-2.43,2.79,45.5,1,-13.1,-3756000.0,3000.0,4186980.0,5000.0,False,False,0.0,0.0,0.0,未通過,未通過
95,1717,長興,80.0,2.52,8.4,26.3,159.22,72.0,3,5.4,395467.0,-8026488.0,29456407.0,-7790488.0,False,False,0.0,0.0,0.0,未通過,未通過
96,2313,華通,286.0,0.82,1.6,22.92,249.55,68.8,2,11.1,2337326.0,-19390.0,-4992355.0,-1439089.0,False,False,0.0,0.0,0.0,未通過,未通過
97,2316,楠梓電,118.0,1.52,9.77,18.05,15.13,63.4,3,16.5,1881292.0,0.0,9080577.0,-2475000.0,False,False,0.0,0.0,0.0,未通過,未通過
98,2324,仁寶,28.2,1.31,3.3,-7.49,10.16,40.9,1,17.0,4072702.0,-918632.0,-2599864.0,-2810454.0,False,False,0.0,0.0,0.0,未通過,未通過
99,2317,鴻海,200.5,1.21,0.25,-3.26,121.5,45.7,0,45.6,-4481158.0,-415577.0,1696579.0,-1024721.0,False,False,0.0,0.0,0.0,未通過,未通過
100,2327,國巨,285.0,1.38,1.24,7.9,93.64,59.4,4,22.8,14708562.0,-123929.0,45177461.0,-443351.0,False,False,0.0,0.0,0.0,未通過,未通過
101,2329,華泰,54.1,1.26,3.84,1.26,8.26,51.3,1,10.1,1211265.0,-8000.0,2140333.0,-53000.0,False,False,0.0,0.0,0.0,未通過,未通過
102,2330,台積電,2000.0,1.1,2.3,7.03,776.69,63.9,4,45.2,8159941.0,-175389.0,27275316.0,172635.0,False,False,0.0,0.0,0.0,未通過,未通過
103,2338,光罩,46.35,1.71,2.21,-4.17,2.92,51.0,1,-0.5,-105563.0,1000.0,564478.0,2000.0,False,False,0.0,0.0,0.0,未通過,未通過
104,2344,華邦電,93.5,1.01,2.75,-10.64,157.49,43.4,1,91.5,18830999.0,-1920512.0,18018771.0,-3367173.0,False,False,0.0,0.0,0.0,未通過,未通過
105,2345,智邦,1835.0,1.36,8.58,18.78,103.68,66.2,4,44.4,692224.0,226539.0,-535126.0,628893.0,False,False,0.0,0.0,0.0,未通過,未通過
106,2347,聯強,79.3,0.74,-2.22,5.21,3.25,59.5,0,64.7,-1411750.0,-408021.0,-962957.0,1231298.0,False,False,0.0,0.0,0.0,未通過,未通過
107,2351,順德,123.0,1.03,5.13,29.37,12.27,71.8,0,11.9,-1130000.0,0.0,-3740845.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
108,1519,華城,814.0,0.57,0.99,-8.38,7.88,41.3,0,3.4,-119340.0,-53000.0,-649606.0,27800.0,False,False,0.0,0.0,0.0,未通過,未通過
109,1303,南亞,81.6,0.96,-4.23,1.47,76.09,52.1,0,18.1,-24956746.0,-3290000.0,155928.0,199216.0,False,False,0.0,0.0,0.0,未通過,未通過
110,1304,台聚,15.95,0.49,0.63,8.81,3.09,54.8,1,0.6,3542500.0,0.0,1578151.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
111,1309,台達化,22.6,0.49,-3.62,22.77,4.67,60.4,1,-8.4,1950500.0,0.0,-2201500.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
112,2912,統一超,227.5,0.65,-1.52,2.99,3.07,58.2,0,4.9,-346534.0,-3383.0,-144861.0,-3383.0,False,False,0.0,0.0,0.0,未通過,未通過
113,2892,第一金,28.6,1.39,-1.72,-0.69,6.99,47.3,0,,-6515958.0,-583315.0,1817134.0,-616728.0,False,False,0.0,0.0,0.0,未通過,未通過
114,2891,中信金,54.0,0.75,-1.46,2.63,23.43,54.4,1,,-21138307.0,720997.0,-25878516.0,2750322.0,False,False,0.0,0.0,0.0,未通過,未通過
115,2890,永豐金,32.7,0.95,-1.21,2.77,6.3,59.7,6,50.7,3685355.0,-1789762.0,21589131.0,-3916722.0,False,False,0.0,0.0,0.0,未通過,未通過
116,2887,台新金,24.55,0.49,-0.41,0.64,9.3,54.5,3,,1415363.0,-2096883.0,9645355.0,-3916371.0,False,False,0.0,0.0,0.0,未通過,未通過
117,2886,兆豐金,39.85,0.97,0.25,1.74,9.83,58.6,0,,-914972.0,-138647.0,19374645.0,5088226.0,False,False,0.0,0.0,0.0,未通過,未通過
118,2885,元大金,47.7,0.82,-0.52,5.09,9.39,62.1,4,,1380068.0,-828711.0,6148503.0,5449865.0,False,False,0.0,0.0,0.0,未通過,未通過
119,2884,玉山金,32.25,1.15,-1.07,-1.32,8.33,45.7,0,10.2,-5776212.0,-155729.0,-3491132.0,-681921.0,False,False,0.0,0.0,0.0,未通過,未通過
120,2883,開發金,21.15,0.8,-0.7,4.45,8.08,61.7,1,,-3423781.0,1087007.0,44768328.0,1475511.0,False,False,0.0,0.0,0.0,未通過,未通過
121,2882,國泰金,72.9,0.94,-0.95,0.71,15.0,51.0,15,,-6756557.0,1214691.0,-3560789.0,6110685.0,False,False,0.0,0.0,0.0,未通過,未通過
122,2881,富邦金,87.6,1.23,-1.02,-1.19,18.23,44.4,10,,-10071328.0,95570.0,-19012554.0,2832837.0,False,False,0.0,0.0,0.0,未通過,未通過
123,2880,華南金,34.1,0.95,-1.45,0.03,4.3,51.9,3,,1950467.0,-1446000.0,5253000.0,-1713815.0,False,False,0.0,0.0,0.0,未通過,未通過
124,2834,臺企銀,15.35,1.38,0.0,1.05,4.18,54.6,0,4.8,-1159596.0,-61563.0,-7744054.0,-79563.0,False,False,0.0,0.0,0.0,未通過,未通過
125,2801,彰銀,21.15,1.4,0.71,2.35,4.75,60.1,4,23.7,960410.0,-59508.0,8488605.0,-88508.0,False,False,0.0,0.0,0.0,未通過,未通過
126,2618,長榮航,34.85,1.13,0.14,0.59,5.27,47.4,1,18.5,1518335.0,-1401824.0,3234511.0,-2105891.0,False,False,0.0,0.0,0.0,未通過,未通過
127,2615,萬海,77.1,1.03,-1.53,-1.9,6.5,48.1,0,-10.7,-1417835.0,-8819.0,-319145.0,-11421.0,False,False,0.0,0.0,0.0,未通過,未通過
128,2610,華航,18.1,1.08,-0.28,-2.95,4.95,38.4,0,20.0,-11095470.0,-2081891.0,-29712104.0,-2088891.0,False,False,0.0,0.0,0.0,未通過,未通過
129,2609,陽明,51.3,1.12,0.0,-9.23,9.03,36.3,0,-5.9,-3540864.0,-108511.0,-14627571.0,-573768.0,False,False,0.0,0.0,0.0,未通過,未通過
130,2603,長榮,202.5,1.05,-0.25,-2.63,16.88,48.2,2,-17.9,574099.0,-171725.0,-2893146.0,-1004786.0,False,False,0.0,0.0,0.0,未通過,未通過
131,3044,健鼎,375.0,1.14,-0.79,3.53,15.99,55.4,4,24.4,926408.0,-102740.0,1304288.0,-181797.0,False,False,0.0,0.0,0.0,未通過,未通過
132,3036,文曄,225.5,1.14,0.67,-0.31,14.99,53.6,3,118.9,3095375.0,-2879505.0,3676933.0,-3236707.0,False,False,0.0,0.0,0.0,未通過,未通過
133,3167,大量,633.0,0.22,9.9,70.43,6.57,81.8,1,146.8,93317.0,-1000.0,412967.0,-1000.0,False,False,0.0,0.0,0.0,未通過,未通過
134,3042,晶技,118.0,3.1,9.77,26.01,43.28,83.0,1,2.7,64000.0,-529.0,1434000.0,-1529.0,False,False,0.0,0.0,0.0,未通過,未通過
135,3037,欣興,638.0,0.77,2.08,25.97,198.5,68.3,2,23.3,3245419.0,509112.0,9641915.0,1204444.0,False,False,0.0,0.0,0.0,未通過,未通過
136,3045,台灣大,110.0,0.83,0.0,1.28,5.67,62.8,26,5.8,2275009.0,265554.0,7802733.0,2109020.0,False,False,0.0,0.0,0.0,未通過,未通過
137,3031,佰鴻,28.35,2.77,9.88,28.3,4.26,73.5,0,22.7,-457000.0,0.0,1174000.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
138,3035,智原,149.5,0.92,-1.64,-1.9,2.63,47.3,1,-69.4,67245.0,-4611.0,474245.0,-4894.0,False,False,0.0,0.0,0.0,未通過,未通過
139,3006,晶豪科,156.0,1.05,0.65,-5.79,25.86,46.6,0,188.1,-1408311.0,-16000.0,-12318538.0,-309000.0,False,False,0.0,0.0,0.0,未通過,未通過
140,3017,奇鋐,2265.0,0.82,1.34,14.97,72.91,64.1,3,111.7,60337.0,-31627.0,1137290.0,-22616.0,False,False,0.0,0.0,0.0,未通過,未通過
141,3034,聯詠,394.0,1.07,-1.38,2.71,10.96,54.8,0,-9.6,-478288.0,-75737.0,903840.0,-208578.0,False,False,0.0,0.0,0.0,未通過,未通過
142,3008,大立光,2310.0,0.63,1.32,0.63,8.75,52.9,4,10.8,142500.0,-2966.0,1033141.0,-13479.0,False,False,0.0,0.0,0.0,未通過,未通過
143,3005,神基,100.0,0.92,-0.5,-15.68,3.48,29.8,0,-7.4,-1387484.0,-238000.0,-2143484.0,-349000.0,False,False,0.0,0.0,0.0,未通過,未通過
144,3533,嘉澤,2270.0,0.82,-1.73,18.25,26.96,63.7,8,23.4,94963.0,-2000.0,471002.0,182504.0,False,False,0.0,0.0,0.0,未通過,未通過
145,3532,台勝科,165.5,1.91,9.97,22.97,9.17,66.6,4,15.8,808490.0,516000.0,-342220.0,1043000.0,False,False,0.0,0.0,0.0,未通過,未通過
146,3481,群創,26.0,1.08,-3.53,-2.13,102.39,51.7,0,33.1,-92927159.0,-103868.0,24601607.0,-1683395.0,False,False,0.0,0.0,0.0,未通過,未通過
147,3535,晶彩科,134.0,3.03,9.84,8.47,34.21,62.1,0,-9.3,-933381.0,0.0,-4244281.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
148,3596,智易,173.0,0.72,0.29,-7.12,2.62,44.9,6,1.6,144384.0,1000.0,1042471.0,-1000.0,False,False,0.0,0.0,0.0,未通過,未通過
149,3645,達邁,82.2,1.72,9.89,9.31,11.41,62.0,0,23.8,-805000.0,0.0,-105540.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
150,3576,聯合再生,19.0,1.75,-5.94,-16.16,9.93,43.5,1,-41.4,9039557.0,0.0,7104169.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
151,3563,牧德,922.0,1.3,5.37,27.56,37.92,73.9,0,11.1,-344676.0,-150000.0,-217037.0,60932.0,False,False,0.0,0.0,0.0,未通過,未通過
152,3661,世芯-KY,3025.0,1.04,4.49,-1.9,57.83,49.8,1,-46.6,372140.0,-21941.0,480113.0,-118938.0,False,False,0.0,0.0,0.0,未通過,未通過
153,3665,貿聯-KY,2200.0,0.71,3.29,24.01,51.22,73.1,0,22.2,-83074.0,-36903.0,-25090.0,121762.0,False,False,0.0,0.0,0.0,未通過,未通過
154,3673,TPK-KY,50.0,0.9,-2.53,15.47,5.79,66.1,0,23.6,-3669315.0,0.0,-2569314.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
155,3702,大聯大,91.5,1.07,0.22,9.39,11.91,64.8,5,28.6,4885216.0,-1391000.0,15007599.0,-1854000.0,False,False,0.0,0.0,0.0,未通過,未通過
156,3711,日月光投控,393.0,0.84,0.26,12.18,67.18,63.4,0,14.6,-1806129.0,-588575.0,9874713.0,-1152577.0,False,False,0.0,0.0,0.0,未通過,未通過
157,3714,富采,52.0,1.41,-9.25,13.82,41.6,58.1,1,-6.5,-16807898.0,25000.0,1840236.0,35000.0,False,False,0.0,0.0,0.0,未通過,未通過
