rank,stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,reject_reason,early_reject_reason
20,3019,亞光,131.0,1.94,4.8,2.2,5.9,52.1,0,12.3,-76412.0,0.0,-452362.0,-1102.0,False,True,0.0,47.25,24.57,未通過,通過
21,2484,希華,34.45,2.52,-1.29,19.46,13.91,65.1,4,-4.6,1869000.0,0.0,3161000.0,0.0,True,False,47.06,0.0,22.59,通過,未通過
22,2428,興勤,185.0,1.69,4.52,14.7,8.97,67.3,1,11.3,86024.0,-1000.0,-311013.0,-1434.0,True,False,30.23,0.0,14.51,通過,未通過
23,8210,勤誠,961.0,1.72,6.78,7.73,52.76,59.2,2,44.7,240199.0,-51000.0,-352606.0,-133269.0,True,False,28.87,0.0,13.86,通過,未通過
24,1476,儒鴻,342.0,1.33,5.23,-3.84,5.57,44.0,2,5.5,-361492.0,2467.0,-599561.0,1798.0,False,False,0.0,0.0,0.0,未通過,未通過
25,1477,聚陽,216.5,0.9,0.46,-17.44,3.11,21.8,0,-9.4,-168279.0,-25187.0,-685279.0,98870.0,False,False,0.0,0.0,0.0,未通過,未通過
26,1605,華新,32.2,1.13,1.9,1.63,8.25,50.2,1,2.5,-273842.0,25724.0,1761218.0,-72339.0,False,False,0.0,0.0,0.0,未通過,未通過
27,1717,長興,81.0,0.9,0.37,25.84,90.39,72.7,1,5.4,-3862041.0,253512.0,11292396.0,-7536976.0,False,False,0.0,0.0,0.0,未通過,未通過
28,1727,中華化,58.1,0.85,-0.51,12.67,4.53,64.8,0,53.2,-602673.0,-10000.0,407327.0,-22000.0,False,False,0.0,0.0,0.0,未通過,未通過
29,2002,中鋼,20.5,1.09,1.49,5.32,10.26,61.2,8,-2.3,16654864.0,-1789973.0,63274574.0,-2066973.0,False,False,0.0,0.0,0.0,未通過,未通過
30,1519,華城,830.0,1.42,1.59,-5.17,19.67,44.2,0,3.4,-164577.0,-7325.0,-946153.0,27475.0,False,False,0.0,0.0,0.0,未通過,未通過
31,2027,大成鋼,38.45,0.97,0.39,3.24,9.78,58.8,7,25.1,3301447.0,44000.0,16125223.0,940000.0,False,False,0.0,0.0,0.0,未通過,未通過
32,2049,上銀,275.0,2.29,10.0,16.41,49.14,68.5,7,17.4,1110334.0,21000.0,3597683.0,21559.0,False,False,0.0,0.0,0.0,未通過,未通過
33,1409,新纖,17.2,0.8,0.0,8.38,1.66,66.8,2,4.8,1268020.0,-4000.0,4856120.0,-3000.0,False,False,0.0,0.0,0.0,未通過,未通過
34,1503,士電,193.5,1.18,0.52,-1.05,3.16,49.7,3,35.3,60118.0,3000.0,-104229.0,3000.0,False,False,0.0,0.0,0.0,未通過,未通過
35,1528,恩德,27.6,1.4,0.91,15.06,11.37,62.7,1,30.9,974701.0,-14000.0,1122766.0,-30000.0,False,False,0.0,0.0,0.0,未通過,未通過
36,1560,中砂,503.0,1.03,-3.08,7.19,14.35,58.5,5,31.1,416010.0,-77000.0,1085720.0,-134000.0,False,False,0.0,0.0,0.0,未通過,未通過
37,1513,中興電,151.5,1.14,0.0,-1.36,4.8,46.8,2,4.8,-129513.0,7000.0,99049.0,8351.0,False,False,0.0,0.0,0.0,未通過,未通過
38,1504,東元,61.7,1.16,2.15,-6.33,6.5,38.9,1,3.3,593262.0,-312000.0,-3664273.0,-697707.0,False,False,0.0,0.0,0.0,未通過,未通過
39,1590,亞德客-KY,1115.0,0.42,1.83,8.74,5.07,60.9,1,18.1,36453.0,-6169.0,199966.0,-33338.0,False,False,0.0,0.0,0.0,未通過,未通過
40,1582,信錦,102.5,1.16,-3.76,9.23,13.06,58.9,4,-0.1,1375900.0,269000.0,2551879.0,268436.0,False,False,0.0,0.0,0.0,未通過,未通過
41,1708,東鹼,41.3,0.64,-1.2,1.24,2.02,52.8,3,5.4,2533610.0,0.0,5519610.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
42,1319,東陽,77.1,1.54,-1.66,-8.31,3.82,28.7,0,-19.9,-1773907.0,-487525.0,-2829907.0,-1435407.0,False,False,0.0,0.0,0.0,未通過,未通過
43,1305,華夏,17.65,0.78,0.28,12.91,2.02,59.1,2,29.4,926902.0,0.0,2757955.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
44,1309,台達化,22.55,0.73,-4.04,17.84,3.78,58.8,0,-8.4,-898500.0,0.0,-3095000.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
45,1102,亞泥,35.55,1.0,0.0,2.17,3.41,56.0,1,-18.1,-3537368.0,610132.0,-10392062.0,352941.0,False,False,0.0,0.0,0.0,未通過,未通過
46,1101,台泥,25.3,0.56,0.2,4.69,6.16,60.0,0,-9.0,-7754750.0,-53000.0,-16663967.0,-221000.0,False,False,0.0,0.0,0.0,未通過,未通過
47,2344,華邦電,93.5,1.14,-0.95,-9.12,161.24,43.6,2,91.5,6074055.0,-6439271.0,2860610.0,-8174523.0,False,False,0.0,0.0,0.0,未通過,未通過
48,2337,旺宏,155.5,1.7,5.42,22.12,402.67,64.0,0,96.5,-10975779.0,-1025000.0,-47893056.0,2522000.0,False,False,0.0,0.0,0.0,未通過,未通過
49,2330,台積電,2055.0,1.12,3.27,9.69,938.91,67.1,0,45.2,-1275387.0,-4823390.0,7606444.0,-5102414.0,False,False,0.0,0.0,0.0,未通過,未通過
50,2329,華泰,59.0,1.46,0.68,9.91,21.24,59.3,2,10.1,7123951.0,-43000.0,6043285.0,-95000.0,False,False,0.0,0.0,0.0,未通過,未通過
51,2327,國巨,312.0,1.36,2.8,17.44,220.1,67.7,6,22.8,22704224.0,2030534.0,56494442.0,1768105.0,False,False,0.0,0.0,0.0,未通過,未通過
52,2345,智邦,1890.0,0.95,3.85,19.92,76.64,67.9,6,44.4,64397.0,68313.0,316557.0,360168.0,False,False,0.0,0.0,0.0,未通過,未通過
53,2351,順德,123.0,0.81,0.0,25.65,10.46,71.8,1,11.9,1105242.0,0.0,-640103.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
54,2347,聯強,82.2,0.94,0.24,7.81,4.44,65.4,1,64.7,1775179.0,-50030.0,289729.0,-735732.0,False,False,0.0,0.0,0.0,未通過,未通過
55,2357,華碩,580.0,1.08,0.35,2.94,19.96,58.4,1,33.8,-328075.0,84399.0,-755530.0,-37138.0,False,False,0.0,0.0,0.0,未通過,未通過
56,2360,致茂,1840.0,0.83,-2.13,18.0,64.66,64.5,3,63.5,-1480287.0,843970.0,-1750166.0,1226906.0,False,False,0.0,0.0,0.0,未通過,未通過
57,2368,金像電,1150.0,0.9,9.0,24.65,80.19,69.2,4,63.1,76820.0,-471783.0,1765510.0,-163996.0,False,False,0.0,0.0,0.0,未通過,未通過
58,2367,燿華,72.0,0.43,-2.7,-0.71,28.87,52.0,0,-15.2,-1133612.0,-68000.0,2380069.0,-147075.0,False,False,0.0,0.0,0.0,未通過,未通過
59,2354,鴻準,51.2,0.87,1.19,-2.65,2.49,43.1,2,-61.1,1109782.0,9000.0,17783.0,9000.0,False,False,0.0,0.0,0.0,未通過,未通過
60,2355,敬鵬,51.6,0.66,-1.9,9.67,10.71,60.3,0,5.7,-1258702.0,-19054.0,-2955394.0,-72121.0,False,False,0.0,0.0,0.0,未通過,未通過
61,2356,英業達,44.6,1.21,0.11,5.07,10.93,58.6,4,47.1,6730722.0,-1075375.0,15110717.0,135434.0,False,False,0.0,0.0,0.0,未通過,未通過
62,2353,宏碁,27.25,1.16,0.55,0.07,4.22,50.8,1,2.1,577986.0,-64988.0,-3602033.0,-1136820.0,False,False,0.0,0.0,0.0,未通過,未通過
63,2379,瑞昱,524.0,0.98,-0.19,8.22,15.29,66.0,13,4.5,1315151.0,86735.0,1996628.0,361716.0,False,False,0.0,0.0,0.0,未通過,未通過
64,2382,廣達,323.0,0.58,1.25,10.81,66.65,69.8,10,88.4,-239269.0,249690.0,25679917.0,2014291.0,False,False,0.0,0.0,0.0,未通過,未通過
65,2383,台光電,3605.0,1.18,8.42,29.84,122.71,72.4,0,56.6,-331446.0,-125399.0,-431178.0,44278.0,False,False,0.0,0.0,0.0,未通過,未通過
66,2385,群光,124.0,1.03,-0.8,0.78,3.68,54.7,1,3.9,-367688.0,426678.0,83098.0,524218.0,False,False,0.0,0.0,0.0,未通過,未通過
67,2388,威盛,56.8,1.24,2.53,11.36,4.57,61.0,1,69.4,1460945.0,-2000.0,1613005.0,-10000.0,False,False,0.0,0.0,0.0,未通過,未通過
68,2395,研華,344.0,0.9,0.44,1.51,8.34,56.1,5,21.8,849431.0,-780404.0,2233039.0,-1433724.0,False,False,0.0,0.0,0.0,未通過,未通過
69,2399,映泰,33.7,0.55,2.12,12.44,3.91,56.9,1,-21.7,1243750.0,-17000.0,-5904214.0,-37000.0,False,False,0.0,0.0,0.0,未通過,未通過
70,2402,毅嘉,72.4,2.01,7.42,36.57,49.66,77.0,5,13.5,10979745.0,1226000.0,19624708.0,1194004.0,False,False,0.0,0.0,0.0,未通過,未通過
71,2404,漢唐,915.0,1.12,-1.82,-3.26,46.24,48.6,1,100.6,-1560604.0,434000.0,-1826784.0,178094.0,False,False,0.0,0.0,0.0,未通過,未通過
72,2408,南亞科,220.0,1.5,-2.44,-4.3,369.41,47.1,2,560.0,8798111.0,-180882.0,-6274944.0,-1233198.0,False,False,0.0,0.0,0.0,未通過,未通過
73,2409,友達,19.8,1.05,10.0,23.12,106.8,69.6,1,0.6,-11411470.0,56472.0,36957062.0,54703.0,False,False,0.0,0.0,0.0,未通過,未通過
74,2412,中華電,135.0,1.35,0.37,-0.07,16.18,52.1,0,7.6,-8853.0,-1014793.0,107197.0,-153638.0,False,False,0.0,0.0,0.0,未通過,未通過
75,2369,菱生,32.05,1.06,0.63,7.67,6.01,57.1,1,33.4,1440301.0,0.0,-4632247.0,-1000.0,False,False,0.0,0.0,0.0,未通過,未通過
76,2371,大同,31.95,0.74,1.11,0.69,4.26,47.6,0,8.4,-3793549.0,-22351.0,-9256339.0,-108702.0,False,False,0.0,0.0,0.0,未通過,未通過
77,2376,技嘉,263.5,0.88,-0.19,11.81,27.44,65.8,14,74.8,462049.0,372822.0,3497603.0,1624886.0,False,False,0.0,0.0,0.0,未通過,未通過
78,2377,微星,88.9,0.87,-0.78,-3.15,4.26,44.0,0,-11.9,-1452437.0,-1000.0,-1530532.0,-77000.0,False,False,0.0,0.0,0.0,未通過,未通過
79,2426,鼎元,52.9,2.01,1.73,53.15,37.98,77.3,4,-14.1,1727000.0,0.0,3945700.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
80,2421,建準,141.5,0.75,1.07,3.42,5.54,53.6,0,22.5,-502398.0,-5000.0,-18660.0,-5687.0,False,False,0.0,0.0,0.0,未通過,未通過
81,2419,仲琦,34.35,0.38,-2.83,7.65,2.33,54.7,0,55.0,-49050.0,0.0,-4380250.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
82,2413,環科,51.6,0.74,-1.53,0.47,1.67,51.1,0,17.6,-1080554.0,-7000.0,-1137606.0,-16000.0,False,False,0.0,0.0,0.0,未通過,未通過
83,2454,聯發科,1720.0,1.27,6.17,4.79,219.56,60.0,1,12.9,439446.0,-525442.0,-1729864.0,-979578.0,False,False,0.0,0.0,0.0,未通過,未通過
84,2455,全新,280.5,0.2,-4.27,13.48,11.14,60.0,11,16.6,199923.0,550000.0,1447325.0,618734.0,False,False,0.0,0.0,0.0,未通過,未通過
85,2449,京元電子,301.0,1.41,2.03,4.81,101.31,55.6,1,36.1,-2567394.0,1197446.0,-2798617.0,-2797612.0,False,False,0.0,0.0,0.0,未通過,未通過
86,2441,超豐,90.8,1.01,-4.52,1.74,9.85,50.2,1,14.3,1149577.0,-413000.0,-623353.0,-407394.0,False,False,0.0,0.0,0.0,未通過,未通過
87,2466,冠西電,65.8,0.79,2.97,29.35,1.39,68.8,0,-47.1,-289000.0,-15000.0,-412000.0,-33000.0,False,False,0.0,0.0,0.0,未通過,未通過
88,2467,志聖,548.0,0.94,-0.18,34.54,31.22,80.8,1,77.6,141806.0,-3000.0,-469849.0,196001.0,False,False,0.0,0.0,0.0,未通過,未通過
89,2474,可成,197.5,1.25,2.6,4.9,4.99,63.7,0,-25.0,-377324.0,-71799.0,-876380.0,-630976.0,False,False,0.0,0.0,0.0,未通過,未通過
90,2472,立隆電,178.5,0.4,9.85,40.95,3.72,80.7,1,9.3,328000.0,0.0,-482181.0,-972.0,False,False,0.0,0.0,0.0,未通過,未通過
91,2476,鉅祥,105.5,1.5,3.43,23.88,12.52,74.6,0,42.0,-594712.0,0.0,1781794.0,571.0,False,False,0.0,0.0,0.0,未通過,未通過
92,2481,強茂,99.0,0.63,-1.98,3.65,18.08,53.7,1,19.1,3153505.0,-1723000.0,-2298830.0,-2299563.0,False,False,0.0,0.0,0.0,未通過,未通過
93,2458,義隆,136.5,1.02,1.49,2.74,5.55,57.7,5,19.8,2342087.0,596252.0,4312725.0,350947.0,False,False,0.0,0.0,0.0,未通過,未通過
94,2451,創見,249.5,1.09,1.84,2.27,26.45,53.1,1,380.6,-151615.0,449606.0,-2775602.0,-166481.0,False,False,0.0,0.0,0.0,未通過,未通過
95,2486,一詮,191.5,0.89,-1.29,26.82,38.29,68.8,5,20.1,-3528826.0,36000.0,2957354.0,1523000.0,False,False,0.0,0.0,0.0,未通過,未通過
96,2485,兆赫,78.3,1.76,-3.09,11.05,83.98,60.2,5,200.1,-961649.0,2000.0,2112920.0,14000.0,False,False,0.0,0.0,0.0,未通過,未通過
97,2105,正新,32.5,0.94,0.15,7.12,3.28,62.9,1,7.2,2856121.0,-26028.0,5163088.0,-241292.0,False,False,0.0,0.0,0.0,未通過,未通過
98,2233,宇隆,229.5,1.42,1.1,1.99,3.39,52.7,2,2.9,350925.0,-4000.0,174820.0,-8000.0,False,False,0.0,0.0,0.0,未通過,未通過
99,2301,光寶科,157.5,0.65,2.61,0.96,26.62,50.6,0,23.4,-13565090.0,-843348.0,-9593166.0,-805947.0,False,False,0.0,0.0,0.0,未通過,未通過
100,2303,聯電,59.7,0.62,-0.67,0.79,43.77,50.8,1,4.9,-50562008.0,20374587.0,-30216419.0,23190334.0,False,False,0.0,0.0,0.0,未通過,未通過
101,2308,台達電,1750.0,1.07,0.57,19.54,227.89,68.8,0,37.6,-247239.0,-310456.0,1387593.0,-383300.0,False,False,0.0,0.0,0.0,未通過,未通過
102,2313,華通,257.5,1.1,-7.71,9.2,278.65,55.7,0,11.1,-9650506.0,-3290000.0,5725450.0,-3221390.0,False,False,0.0,0.0,0.0,未通過,未通過
103,2316,楠梓電,118.5,0.9,4.87,17.36,12.82,62.0,4,16.5,1898450.0,0.0,7345728.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
104,2317,鴻海,207.5,1.1,3.75,1.18,121.74,52.4,1,45.6,7366274.0,-4412722.0,-2547479.0,-5353313.0,False,False,0.0,0.0,0.0,未通過,未通過
105,2324,仁寶,29.5,1.11,1.72,-2.86,10.59,48.7,2,17.0,4503478.0,-1212216.0,-2463547.0,-3027259.0,False,False,0.0,0.0,0.0,未通過,未通過
106,1326,台化,54.6,1.98,9.31,20.88,63.76,70.2,4,21.6,52424110.0,1797000.0,65582840.0,1822000.0,False,False,0.0,0.0,0.0,未通過,未通過
107,1402,遠東新,26.4,0.95,-0.19,-2.36,3.92,42.8,1,-3.3,-4185084.0,61812.0,-6669605.0,-142137.0,False,False,0.0,0.0,0.0,未通過,未通過
108,1216,統一,72.1,0.86,0.14,1.28,5.71,52.2,0,2.6,-1416529.0,-1103292.0,-4530691.0,-3101292.0,False,False,0.0,0.0,0.0,未通過,未通過
109,1303,南亞,89.0,1.26,3.85,10.66,126.67,58.8,2,18.1,28493230.0,1983919.0,17995448.0,-2016081.0,False,False,0.0,0.0,0.0,未通過,未通過
110,1304,台聚,16.25,0.63,-2.99,8.73,2.69,55.5,2,0.6,2843820.0,0.0,4773120.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
111,3008,大立光,2670.0,2.59,9.88,15.96,96.57,71.9,5,10.8,420671.0,-21218.0,924336.0,-30318.0,False,False,0.0,0.0,0.0,未通過,未通過
112,3006,晶豪科,160.5,1.16,0.63,-2.97,34.19,48.8,1,188.1,899936.0,-34000.0,-839272.0,-323000.0,False,False,0.0,0.0,0.0,未通過,未通過
113,3005,神基,98.1,0.93,-0.41,-16.01,3.67,28.0,0,-7.4,-1630621.0,-48000.0,-3632105.0,-339000.0,False,False,0.0,0.0,0.0,未通過,未通過
114,2912,統一超,227.5,0.89,1.11,2.87,3.82,57.3,1,4.9,-622470.0,2848.0,-427925.0,-535.0,False,False,0.0,0.0,0.0,未通過,未通過
115,2731,雄獅,161.5,1.2,-1.82,-2.55,2.67,45.1,0,10.9,-840891.0,-2000.0,-1837973.0,-2000.0,False,False,0.0,0.0,0.0,未通過,未通過
116,2618,長榮航,35.15,1.06,0.14,1.61,6.09,49.9,1,18.5,-1393278.0,761685.0,-5115649.0,-899905.0,False,False,0.0,0.0,0.0,未通過,未通過
117,2615,萬海,76.2,0.79,-0.39,-2.42,5.26,45.8,1,-10.7,-583135.0,18356.0,-281070.0,395.0,False,False,0.0,0.0,0.0,未通過,未通過
118,2610,華航,18.25,1.18,0.55,-1.64,6.64,41.1,1,20.0,-13029140.0,2945000.0,-41720244.0,862109.0,False,False,0.0,0.0,0.0,未通過,未通過
119,2609,陽明,50.4,1.05,-0.4,-9.39,9.61,33.5,0,-5.9,-7053387.0,-24788.0,-13171475.0,-280334.0,False,False,0.0,0.0,0.0,未通過,未通過
120,2605,新興,36.25,1.75,-9.6,-6.91,7.58,42.5,2,34.7,99166.0,0.0,260171.0,1000.0,False,False,0.0,0.0,0.0,未通過,未通過
121,2603,長榮,201.0,0.85,0.5,-2.92,15.43,46.5,0,-17.9,-2822269.0,-330392.0,-424253.0,-1076567.0,False,False,0.0,0.0,0.0,未通過,未通過
122,2498,宏達電,40.4,1.16,1.64,-1.49,2.76,46.1,0,-8.3,-51049.0,-5000.0,-958199.0,-16000.0,False,False,0.0,0.0,0.0,未通過,未通過
123,2493,揚博,139.0,1.89,6.51,26.09,11.06,71.0,1,-6.2,856100.0,-11000.0,880983.0,-24000.0,False,False,0.0,0.0,0.0,未通過,未通過
124,2489,瑞軒,45.7,0.8,-4.19,19.23,42.69,63.8,0,11.2,-13777054.0,0.0,-18172954.0,7199000.0,False,False,0.0,0.0,0.0,未通過,未通過
125,3036,文曄,227.5,1.44,-0.22,-0.87,18.95,54.7,4,118.9,1123221.0,-831569.0,4253000.0,-3993939.0,False,False,0.0,0.0,0.0,未通過,未通過
126,3010,華立,135.0,1.18,-0.74,6.72,3.1,61.4,5,23.7,485055.0,-2501.0,1270054.0,-17588.0,False,False,0.0,0.0,0.0,未通過,未通過
127,3090,日電貿,106.5,1.4,2.9,12.68,11.61,66.1,4,34.1,708057.0,-24455.0,4415957.0,-55248.0,False,False,0.0,0.0,0.0,未通過,未通過
128,3062,建漢,31.45,0.66,-1.26,17.84,5.75,62.5,1,30.9,951216.0,0.0,-2415834.0,1000.0,False,False,0.0,0.0,0.0,未通過,未通過
129,3138,耀登,176.5,0.62,-0.84,-1.03,4.42,49.9,1,32.1,499365.0,0.0,-92143.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
130,3167,大量,672.0,0.71,9.45,69.72,6.21,80.9,0,146.8,-85717.0,-92000.0,-74750.0,-93000.0,False,False,0.0,0.0,0.0,未通過,未通過
131,3231,緯創,136.5,1.04,1.49,5.39,53.25,59.7,4,117.7,5206219.0,-1286659.0,30469795.0,-1641822.0,False,False,0.0,0.0,0.0,未通過,未通過
132,3189,景碩,371.0,0.92,1.23,10.24,99.04,58.6,1,25.1,911061.0,-508084.0,-4525056.0,-1632243.0,False,False,0.0,0.0,0.0,未通過,未通過
133,3376,新日興,198.5,0.97,0.25,-3.1,10.73,46.1,1,-9.6,-2333471.0,1000.0,-1899222.0,718.0,False,False,0.0,0.0,0.0,未通過,未通過
134,3380,明泰,38.2,0.41,-2.3,5.16,2.42,55.0,0,50.5,-940047.0,0.0,-4156128.0,1000.0,False,False,0.0,0.0,0.0,未通過,未通過
135,3413,京鼎,322.0,1.24,1.42,5.78,11.5,60.8,5,26.8,615038.0,132000.0,2467068.0,-320000.0,False,False,0.0,0.0,0.0,未通過,未通過
136,3037,欣興,597.0,0.3,-4.63,15.6,64.87,60.9,2,23.3,-30543128.0,31395000.0,-27514373.0,31841112.0,False,False,0.0,0.0,0.0,未通過,未通過
137,3042,晶技,133.5,2.04,3.09,38.36,68.69,88.3,0,2.7,-248050.0,0.0,-388050.0,-1529.0,False,False,0.0,0.0,0.0,未通過,未通過
138,3044,健鼎,381.5,0.95,2.14,5.43,15.0,57.7,0,24.4,-447637.0,-132921.0,713334.0,-281598.0,False,False,0.0,0.0,0.0,未通過,未通過
139,3028,增你強,64.1,1.22,7.19,18.98,6.04,69.9,5,125.2,173408.0,0.0,1694308.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
140,3030,德律,303.0,0.68,-2.42,16.44,23.39,67.9,0,14.7,-2087863.0,-18000.0,-3520368.0,-39777.0,False,False,0.0,0.0,0.0,未通過,未通過
141,3017,奇鋐,2310.0,1.02,5.0,15.27,87.12,64.1,1,111.7,-918145.0,9587.0,-845064.0,-40791.0,False,False,0.0,0.0,0.0,未通過,未通過
142,3026,禾伸堂,229.5,1.29,7.75,68.75,51.01,87.6,0,0.1,-961800.0,-2000.0,-1017645.0,-5329.0,False,False,0.0,0.0,0.0,未通過,未通過
143,3535,晶彩科,129.5,0.54,-0.77,5.01,9.48,58.1,0,-9.3,-2154161.0,0.0,-3719252.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
144,3533,嘉澤,2225.0,0.67,-1.11,13.55,17.77,61.0,9,23.4,128186.0,-198103.0,402020.0,-140207.0,False,False,0.0,0.0,0.0,未通過,未通過
145,3532,台勝科,179.0,1.78,-1.65,29.56,18.92,69.9,2,15.8,888987.0,0.0,1449467.0,617000.0,False,False,0.0,0.0,0.0,未通過,未通過
146,3515,華擎,221.5,1.21,0.0,3.6,2.16,55.3,0,55.1,-45043.0,0.0,957.0,-131413.0,False,False,0.0,0.0,0.0,未通過,未通過
147,3653,健策,4000.0,0.66,-1.11,7.31,34.53,57.7,1,18.9,-71166.0,10708.0,-140399.0,-132336.0,False,False,0.0,0.0,0.0,未通過,未通過
148,3661,世芯-KY,3200.0,1.12,3.56,4.39,70.58,55.3,2,-46.6,283271.0,-8058.0,407429.0,-31093.0,False,False,0.0,0.0,0.0,未通過,未通過
149,3576,聯合再生,15.4,0.73,-9.94,-30.01,3.2,34.8,2,-41.4,4448375.0,0.0,10049840.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
150,3563,牧德,910.0,0.84,0.11,22.39,24.65,71.6,1,11.1,-252056.0,56000.0,-593327.0,-40000.0,False,False,0.0,0.0,0.0,未通過,未通過
151,3673,TPK-KY,60.5,0.66,10.0,36.14,5.68,79.6,1,23.6,1974212.0,0.0,-563103.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
152,3704,合勤控,36.1,0.87,-1.5,8.99,1.33,62.1,1,25.1,2439000.0,-1000.0,1626000.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
153,3706,神達,82.4,0.82,0.0,3.01,9.5,56.5,1,43.2,-1517447.0,12000.0,7002383.0,8219.0,False,False,0.0,0.0,0.0,未通過,未通過
154,3711,日月光投控,424.0,0.87,1.56,19.67,81.66,69.7,0,14.6,-572069.0,-201235.0,421204.0,-1024555.0,False,False,0.0,0.0,0.0,未通過,未通過
155,3714,富采,62.9,0.17,9.97,33.17,5.04,69.2,3,-6.5,8598251.0,7000.0,3928336.0,32000.0,False,False,0.0,0.0,0.0,未通過,未通過
156,3715,定穎投控,186.5,0.69,0.0,8.61,34.44,56.5,0,41.9,-1095127.0,-98000.0,-7367286.0,-251423.0,False,False,0.0,0.0,0.0,未通過,未通過
157,3665,貿聯-KY,2295.0,1.08,3.15,25.89,68.51,75.9,1,22.2,-160040.0,127523.0,-79840.0,177638.0,False,False,0.0,0.0,0.0,未通過,未通過
